uuid,sequence_length,naive_latency_ms,naive_peak_GiB,fused_latency_ms,fused_peak_GiB,speedup_naive_over_fused,memory_reduction_x,fused_backend
GPU-10848bc4-988f-587b-68c0-ece9deaf4e09,512,0.2261119931936264,0.1641845703125,0.0910400003194809,0.039429664611816406,2.4836554525499333,4.1639859717015355,torch.nn.attention.FLASH_ATTENTION
GPU-10848bc4-988f-587b-68c0-ece9deaf4e09,1024,1.2944960594177246,0.5704345703125,0.21385599672794342,0.0709238052368164,6.053120226806246,8.04292110960212,torch.nn.attention.FLASH_ATTENTION
GPU-10848bc4-988f-587b-68c0-ece9deaf4e09,2048,4.993152141571045,2.1329345703125,0.6957119703292847,0.1339120864868164,7.1770392842425235,15.927871981312803,torch.nn.attention.FLASH_ATTENTION
GPU-10848bc4-988f-587b-68c0-ece9deaf4e09,4096,21.641759872436523,8.2579345703125,2.442847967147827,0.2598886489868164,8.8592332242864,31.774895142617048,torch.nn.attention.FLASH_ATTENTION
GPU-10848bc4-988f-587b-68c0-ece9deaf4e09,8192,413.51246643066406,32.5079345703125,9.50102424621582,0.5118417739868164,43.522935603007504,63.511687053409226,torch.nn.attention.FLASH_ATTENTION
